Running serialdump without rlwrap support.
Consider installing rlwarp in order to be able to use command history
2021-05-26 13:17:52,9bf4,1,128,1,28688,128,64786,0,46522,46521
2021-05-26 13:17:52,9bf4,2,129,2,28724,128,97554,64913,79539,79538
2021-05-26 13:17:53,9bf4,3,130,3,28676,128,130322,97681,112050,112050
2021-05-26 13:17:54,9bf4,4,131,4,28700,128,163090,130449,143785,143784
2021-05-26 13:17:55,9bf4,5,132,5,28776,128,195858,163217,176818,176818
2021-05-26 13:17:56,9bf4,6,133,6,28728,128,228626,195985,209204,209203
2021-05-26 13:17:57,9bf4,7,134,7,28668,128,261394,228753,242089,242088
2021-05-26 13:17:58,9bf4,8,135,8,28692,128,294162,261521,275122,275121
2021-05-26 13:17:59,9bf4,9,136,9,28700,128,326930,294289,308146,308145
2021-05-26 13:18:00,9bf4,10,137,10,28696,128,359698,327057,340914,340913
2021-05-26 13:18:01,9bf4,11,138,11,28760,128,392466,359825,373160,373160
2021-05-26 13:18:02,9bf4,12,139,12,28752,128,425234,392593,407218,407217
2021-05-26 13:18:03,9bf4,13,140,13,28748,128,458002,425361,438579,438579
2021-05-26 13:18:04,9bf4,14,141,14,28780,128,490770,458129,471729,471729
2021-05-26 13:18:05,9bf4,15,142,15,28752,128,523538,490897,505009,505009
2021-05-26 13:18:06,9bf4,16,143,16,28720,128,556306,523665,537265,537265
2021-05-26 13:18:07,9bf4,17,144,17,28772,128,589074,556433,569651,569650
2021-05-26 13:18:08,9bf4,18,145,18,28752,128,621842,589201,603825,603825
2021-05-26 13:18:09,9bf4,19,146,19,28748,128,654610,621969,636337,636336
2021-05-26 13:18:10,9bf4,20,147,20,28728,128,687378,654737,668849,668848
2021-05-26 13:18:11,9bf4,21,148,21,28784,128,720146,687506,701617,701616
2021-05-26 13:18:12,9bf4,22,149,22,28716,128,752914,720273,733490,733490
2021-05-26 13:18:13,9bf4,23,150,23,28744,128,785682,753041,766258,766258
2021-05-26 13:18:14,9bf4,24,151,24,28708,128,818450,785809,800176,800176
2021-05-26 13:18:15,9bf4,25,152,25,28772,128,851218,818577,832176,832176
2021-05-26 13:18:16,9bf4,26,153,26,28732,128,883986,851345,865456,865456
2021-05-26 13:18:17,9bf4,27,154,27,28780,128,916754,884114,897447,897446
2021-05-26 13:18:18,9bf4,28,155,28,28732,128,949522,916882,930736,930736
2021-05-26 13:18:19,9bf4,29,156,29,28740,128,982290,949650,962983,962982
2021-05-26 13:18:20,9bf4,30,2045,30,26960,128,1015058,982418,996528,996527
2021-05-26 13:18:21,9bf4,31,2047,31,24300,128,1047826,1015186,1029296,1029295
2021-05-26 13:18:22,9bf4,32,2047,32,24316,128,1080594,1047954,1061286,1061286
2021-05-26 13:18:23,9bf4,33,2047,33,24268,128,1113362,1080722,1094832,1094831
2021-05-26 13:18:24,9bf4,34,2047,34,24320,128,1146130,1113490,1127856,1127855
2021-05-26 13:18:25,9bf4,35,2047,35,24304,128,1178898,1146258,1159855,1159855
2021-05-26 13:18:26,9bf4,36,2047,36,24308,128,1211666,1179026,1193647,1193647
2021-05-26 13:18:27,9bf4,37,2047,37,24280,128,1244434,1211794,1226159,1226159
2021-05-26 13:18:28,9bf4,38,2047,38,24324,128,1277202,1244562,1258671,1258671
2021-05-26 13:18:29,9bf4,39,2047,39,24340,128,1309970,1277330,1290545,1290544
2021-05-26 13:18:30,9bf4,40,2047,40,24288,128,1342738,1310098,1323695,1323694
2021-05-26 13:18:31,9bf4,41,2047,41,24288,128,1375506,1342866,1356975,1356974
2021-05-26 13:18:32,9bf4,42,2047,42,24320,128,1408274,1375634,1389999,1389998
2021-05-26 13:18:33,9bf4,43,2047,43,24352,128,1441042,1408402,1423023,1423022
2021-05-26 13:18:34,9bf4,44,2047,44,24268,128,1473810,1441170,1455791,1455790
2021-05-26 13:18:35,9bf4,45,2047,45,24276,128,1506578,1473938,1487152,1487152
2021-05-26 13:18:36,9bf4,46,2047,46,24324,128,1539346,1506706,1520037,1520036
2021-05-26 13:18:37,9bf4,47,2047,47,24320,128,1572114,1539474,1554094,1554094
2021-05-26 13:18:38,9bf4,48,2047,48,24248,128,1604882,1572242,1586606,1586606
2021-05-26 13:18:39,9bf4,49,2047,49,24296,128,1637650,1605010,1619118,1619118
2021-05-26 13:18:40,9bf4,50,2047,50,24280,128,1670419,1637778,1652142,1652141
2021-05-26 13:18:41,9bf4,51,2047,51,24336,128,1703186,1670546,1683877,1683876
