
2021-05-26 12:14:05,e5e4,8,29141,255277,2411,271465,294909
2021-05-26 12:14:05,e5e4,9,29884,287302,2621,304023,327677
2021-05-26 12:14:06,e5e4,10,30946,319009,3038,336375,360446
2021-05-26 12:14:07,e5e4,11,31503,351219,3119,369061,393213
2021-05-26 12:14:08,e5e4,12,32107,383383,3200,401748,425981
2021-05-26 12:14:09,e5e4,13,32793,415465,3396,434321,458749
2021-05-26 12:14:10,e5e4,14,33476,447550,3570,466914,491517
2021-05-26 12:14:11,e5e4,15,34055,479739,3651,499602,524285
2021-05-26 12:14:12,e5e4,16,34598,511964,3732,532289,557053
2021-05-26 12:14:13,e5e4,17,35137,544193,3813,564976,589821
2021-05-26 12:14:14,e5e4,18,35818,576280,3986,597570,622589
2021-05-26 12:14:15,e5e4,19,36495,608371,4182,630143,655357
2021-05-26 12:14:16,e5e4,20,37122,640512,4263,662830,688125
2021-05-26 12:14:17,e5e4,21,37664,672738,4344,695517,720893
2021-05-26 12:14:18,e5e4,22,38211,704959,4425,728204,753661
2021-05-26 12:14:19,e5e4,23,38750,737188,4506,760891,786429
2021-05-26 12:14:20,e5e4,24,39291,769415,4587,793578,819197
2021-05-26 12:14:21,e5e4,25,39834,801640,4668,826265,851965
2021-05-26 12:14:22,e5e4,26,40255,833987,4749,858952,884733
2021-05-26 12:14:23,e5e4,27,40718,866293,4830,891639,917502
2021-05-26 12:14:24,e5e4,28,41238,898541,4912,924325,950270
2021-05-26 12:14:25,e5e4,29,41834,930713,5085,956920,983037
2021-05-26 12:14:26,e5e4,3,23248,97331,41,109995,129457
2021-05-26 12:14:51,e5e4,4,24023,129324,224,142580,162225
2021-05-26 12:14:52,e5e4,5,24730,161385,424,175148,194993
2021-05-26 12:14:53,e5e4,6,25265,193618,505,207835,227761
2021-05-26 12:14:54,e5e4,7,25943,225708,700,240408,260529
2021-05-26 12:14:55,e5e4,8,26470,257949,781,273095,293297
2021-05-26 12:14:56,e5e4,9,27370,289817,1074,305570,326065
2021-05-26 12:14:57,e5e4,10,27976,321979,1155,338257,358833
2021-05-26 12:14:58,e5e4,11,28503,354220,1236,370944,391601
2021-05-26 12:14:59,e5e4,12,29075,386416,1317,403631,424369
2021-05-26 12:15:00,e5e4,13,29625,418634,1398,436318,457137
2021-05-26 12:15:01,e5e4,14,30298,450729,1571,468913,489905
2021-05-26 12:15:02,e5e4,15,30969,482826,1766,501486,522673
2021-05-26 12:15:03,e5e4,16,31503,515060,1847,534173,555441
2021-05-26 12:15:04,e5e4,17,32030,547301,1928,566860,588209
2021-05-26 12:15:05,e5e4,18,32560,579539,2009,599547,620977
2021-05-26 12:15:06,e5e4,19,33090,611777,2090,632234,653745
2021-05-26 12:15:07,e5e4,20,33645,643990,2171,664921,686513
2021-05-26 12:15:08,e5e4,21,34175,676228,2252,697608,719281
2021-05-26 12:15:09,e5e4,22,34821,708350,2333,730296,752049
2021-05-26 12:15:10,e5e4,23,35360,740579,2414,762982,784817
2021-05-26 12:15:11,e5e4,24,35902,772805,2495,795669,817585
2021-05-26 12:15:12,e5e4,25,36445,805030,2576,828357,850353
2021-05-26 12:15:13,e5e4,26,36984,837259,2657,861044,883121
2021-05-26 12:15:14,e5e4,27,37665,869346,2831,893637,915889
2021-05-26 12:15:15,e5e4,28,38197,901582,2912,926324,948657
2021-05-26 12:15:16,e5e4,29,38726,933821,2993,959011,981425
2021-05-26 12:15:17,e5e4,30,39432,965884,3189,991584,1014193
