Running serialdump without rlwrap support.
Consider installing rlwarp in order to be able to use command history
../../../tools/serial-io/serialdump -b115200 -T /dev/ttyUSB1
[2021-05-21 11:22:23] e484,300,300,300,604856,128,9861990,0,11016841,11017319
[2021-05-21 11:22:23] e484,301,301,301,606712,128,9894758,0,11048191,11048669
[2021-05-21 11:22:24] e484,302,302,302,604144,128,9927526,0,11081352,11081830
[2021-05-21 11:22:25] e484,303,303,303,607720,128,9960293,0,11113864,11114342
[2021-05-21 11:22:26] e484,304,304,304,605024,128,9993061,0,11147912,11148390
[2021-05-21 11:22:27] e484,305,305,305,606608,128,10025829,0,11180168,11180646
[2021-05-21 11:22:28] e484,306,306,306,604932,128,10058597,0,11212032,11212509
[2021-05-21 11:22:29] e484,307,2035,307,86204,18,10064527,0,11223218,11223696
[2021-05-21 11:22:29] e484,308,2046,1,0,0,32765,0,11280334,11280812
[2021-05-21 11:22:31] e484,309,2,2,834528,169,76028,0,11323085,11323562
[2021-05-21 11:22:33] e484,310,3,3,631228,128,108796,0,11355204,11355681
[2021-05-21 11:22:34] e484,311,4,4,627024,128,141564,0,11388108,11388586
[2021-05-21 11:22:35] e484,312,5,5,628492,128,174332,0,11421132,11421610
[2021-05-21 11:22:36] e484,313,6,6,624248,128,207100,0,11454412,11454890
[2021-05-21 11:22:37] e484,314,7,7,627868,128,239868,0,11486275,11486753
[2021-05-21 11:22:38] e484,315,8,8,626104,128,272636,0,11519181,11519658
[2021-05-21 11:22:39] e484,316,9,9,633744,128,305404,0,11551811,11552289
[2021-05-21 11:22:40] e484,317,10,10,630904,128,338172,0,11585484,11585962
[2021-05-21 11:22:41] e484,318,11,11,631760,128,370940,0,11618508,11618986
[2021-05-21 11:22:42] e484,319,12,12,627956,128,403708,0,11651532,11652010
[2021-05-21 11:22:43] e484,320,13,13,631392,128,436476,0,11684299,11684777
[2021-05-21 11:22:44] e484,321,14,14,630792,128,469244,0,11717067,11717545
[2021-05-21 11:22:45] e484,322,15,15,633084,128,502011,0,11748555,11749033
[2021-05-21 11:22:46] e484,323,16,16,631536,128,534779,0,11781323,11781801
[2021-05-21 11:22:47] e484,324,17,17,632964,128,567547,0,11814347,11814825
[2021-05-21 11:22:48] e484,325,18,18,630108,128,600315,0,11846859,11847337
[2021-05-21 11:22:49] e484,326,19,19,632452,128,633083,0,11880395,11880873
[2021-05-21 11:22:50] e484,327,20,20,629128,128,665851,0,11913419,11913897
[2021-05-21 11:22:51] e484,328,21,21,632424,128,698619,0,11945419,11945897
[2021-05-21 11:22:52] e484,329,22,22,630104,128,731387,0,11977794,11978272
[2021-05-21 11:22:53] e484,330,23,23,631836,128,764155,0,12011723,12012201
[2021-05-21 11:22:54] e484,331,24,24,629540,128,796923,0,12044747,12045225
[2021-05-21 11:22:55] e484,332,25,25,631836,128,829691,0,12077515,12077993
[2021-05-21 11:22:56] e484,333,26,26,629988,128,862459,0,12109515,12109993
[2021-05-21 11:22:57] e484,334,27,27,631420,128,895227,0,12141634,12142112
[2021-05-21 11:22:58] e484,335,28,28,629140,128,927995,0,12175563,12176041
[2021-05-21 11:22:59] e484,336,29,29,631504,128,960763,0,12207562,12208040
[2021-05-21 11:23:00] e484,337,30,30,629676,128,993531,0,12240586,12241064
[2021-05-21 11:23:01] e484,338,31,31,631776,128,1026298,0,12273610,12274088
[2021-05-21 11:23:02] e484,339,32,32,629232,128,1059066,0,12305473,12305951
[2021-05-21 11:23:03] e484,340,33,33,630808,128,1091834,0,12339146,12339624
[2021-05-21 11:23:04] e484,341,34,34,629476,128,1124602,0,12371402,12371880
[2021-05-21 11:23:05] e484,342,35,35,630476,128,1157370,0,12404682,12405160
[2021-05-21 11:23:06] e484,343,36,36,625868,128,1190138,0,12436938,12437416
[2021-05-21 11:23:07] e484,344,37,37,628724,128,1222906,0,12469313,12469791
[2021-05-21 11:23:08] e484,345,38,38,628984,128,1255674,0,12502986,12503463
[2021-05-21 11:23:09] e484,346,39,39,629920,128,1288442,0,12535754,12536232
[2021-05-21 11:23:10] e484,347,40,40,627424,128,1321210,0,12568266,12568743
[2021-05-21 11:23:11] e484,348,41,41,632552,128,1353978,0,12601802,12602280
[2021-05-21 11:23:12] e484,349,42,42,628556,128,1386746,0,12634058,12634536
[2021-05-21 11:23:13] e484,350,43,43,629572,128,1419514,0,12666570,12667047
[2021-05-21 11:23:14] e484,351,44,44,628332,128,1452282,0,12699593,12700071
[2021-05-21 11:23:15] e484,352,45,45,628116,128,1485050,0,12732617,12733095
[2021-05-21 11:23:16] e484,353,46,46,627892,128,1517817,0,12764361,12764838
[2021-05-21 11:23:17] e484,354,47,47,631632,128,1550585,0,12796991,12797469
[2021-05-21 11:23:18] e484,355,48,48,628760,128,1583353,0,12830664,12831142
[2021-05-21 11:23:19] e484,356,49,49,631060,128,1616121,0,12863177,12863655
[2021-05-21 11:23:20] e484,357,50,50,630492,128,1648889,0,12895330,12895808
[2021-05-21 11:23:21] e484,358,51,51,629696,128,1681657,0,12928969,12929446
[2021-05-21 11:23:22] e484,359,52,52,629020,128,1714425,0,12961224,12961702
[2021-05-21 11:23:23] e484,360,53,53,630632,128,1747193,0,12993599,12994077
[2021-05-21 11:23:24] e484,361,54,54,629076,128,1779961,0,13027784,13028262
[2021-05-21 11:23:25] e484,362,55,55,629612,128,1812729,0,13059529,13060007
[2021-05-21 11:23:26] e484,363,56,56,627508,128,1845497,0,13093321,13093798
[2021-05-21 11:23:27] e484,364,57,57,627904,128,1878265,0,13124671,13125149
[2021-05-21 11:23:28] e484,365,58,58,627216,128,1911033,0,13158344,13158822
[2021-05-21 11:23:29] e484,366,59,59,629708,128,1943801,0,13190856,13191334
[2021-05-21 11:23:30] e484,367,60,60,629440,128,1976569,0,13224136,13224614
[2021-05-21 11:23:31] e484,368,61,61,630388,128,2009337,0,13256135,13256613
[2021-05-21 11:23:32] e484,369,62,62,628604,128,2042104,0,13289671,13290149
[2021-05-21 11:23:33] e484,370,63,63,630976,128,2074872,0,13322695,13323173
[2021-05-21 11:23:34] e484,371,64,64,628616,128,2107640,0,13354183,13354661
[2021-05-21 11:23:35] e484,372,65,65,628596,128,2140408,0,13387719,13388197
[2021-05-21 11:23:36] e484,373,66,66,629028,128,2173176,0,13420743,13421221
[2021-05-21 11:23:37] e484,374,67,67,630864,128,2205944,0,13453767,13454245
[2021-05-21 11:23:38] e484,375,68,68,628920,128,2238712,0,13486535,13487013
[2021-05-21 11:23:39] e484,376,69,69,629792,128,2271480,0,13518023,13518501
[2021-05-21 11:23:40] e484,377,70,70,629012,128,2304248,0,13552071,13552549
[2021-05-21 11:23:41] e484,378,71,71,630928,128,2337016,0,13584327,13584805
[2021-05-21 11:23:42] e484,379,72,72,629176,128,2369784,0,13616583,13617061
[2021-05-21 11:23:43] e484,380,73,73,630912,128,2402552,0,13649607,13650085
[2021-05-21 11:23:44] e484,381,74,74,627844,128,2435320,0,13681863,13682341
[2021-05-21 11:23:45] e484,382,75,75,630396,128,2468088,0,13714631,13715109
[2021-05-21 11:23:46] e484,383,76,76,628792,128,2500856,0,13748166,13748644
[2021-05-21 11:23:47] e484,384,77,77,630516,128,2533624,0,13781446,13781924
[2021-05-21 11:23:48] e484,385,78,78,628740,128,2566391,0,13812797,13813275
[2021-05-21 11:23:49] e484,386,79,79,630552,128,2599159,0,13845958,13846436
[2021-05-21 11:23:50] e484,387,80,80,629412,128,2631928,0,13878367,13878845
[2021-05-21 11:23:51] e484,388,81,81,630636,128,2664695,0,13911494,13911972
[2021-05-21 11:23:52] e484,389,82,82,629500,128,2697463,0,13943869,13944347
[2021-05-21 11:23:53] e484,390,83,83,630120,128,2730231,0,13976774,13977252
[2021-05-21 11:23:54] e484,391,84,84,629960,128,2762999,0,14010054,14010532
[2021-05-21 11:23:55] e484,392,85,85,630964,128,2795767,0,14043590,14044068
[2021-05-21 11:23:56] e484,393,86,86,628412,128,2828535,0,14076358,14076836
[2021-05-21 11:23:57] e484,394,87,87,630964,128,2861303,0,14108614,14109092
[2021-05-21 11:23:58] e484,395,88,88,628876,128,2894071,0,14141638,14142116
[2021-05-21 11:23:59] e484,396,89,89,629152,128,2926839,0,14174662,14175140
[2021-05-21 11:24:00] e484,397,90,90,629252,128,2959607,0,14206406,14206884
[2021-05-21 11:24:01] e484,398,91,91,630640,128,2992375,0,14238780,14239258
[2021-05-21 11:24:02] e484,399,92,92,628936,128,3025143,0,14272709,14273187
[2021-05-21 11:24:03] e484,400,93,93,630668,128,3057910,0,14304709,14305186
[2021-05-21 11:24:04] e484,401,94,94,628360,128,3090678,0,14338245,14338722
[2021-05-21 11:24:05] e484,402,95,95,631144,128,3123446,0,14371269,14371746
[2021-05-21 11:24:06] e484,403,96,96,628056,128,3156214,0,14403269,14403747
[2021-05-21 11:24:07] e484,404,97,97,629900,128,3188982,0,14435781,14436259
[2021-05-21 11:24:08] e484,405,98,98,627872,128,3221750,0,14468156,14468634
[2021-05-21 11:24:09] e484,406,99,99,630980,128,3254518,0,14501829,14502306
[2021-05-21 11:24:10] e484,407,100,100,628240,128,3287286,0,14534341,14534818
[2021-05-21 11:24:11] e484,408,101,101,629596,128,3320054,0,14567364,14567842
[2021-05-21 11:24:12] e484,409,102,102,628304,128,3352822,0,14599877,14600355
[2021-05-21 11:24:13] e484,410,103,103,628884,128,3385590,0,14632133,14632610
[2021-05-21 11:24:14] e484,411,104,104,627124,128,3418358,0,14664901,14665378
[2021-05-21 11:24:15] e484,412,105,105,629468,128,3451126,0,14697925,14698402
[2021-05-21 11:24:16] e484,413,106,106,627608,128,3483894,0,14730692,14731170
[2021-05-21 11:24:17] e484,414,107,107,629204,128,3516662,0,14763204,14763682
[2021-05-21 11:24:18] e484,415,108,108,628196,128,3549430,0,14796227,14796705
[2021-05-21 11:24:19] e484,416,109,109,629752,128,3582197,0,14829251,14829729
[2021-05-21 11:24:20] e484,417,110,110,627968,128,3614966,0,14862531,14863009
[2021-05-21 11:24:21] e484,418,111,111,628436,128,3647733,0,14895299,14895777
[2021-05-21 11:24:22] e484,419,112,112,627900,128,3680501,0,14927044,14927521
[2021-05-21 11:24:23] e484,420,113,113,630280,128,3713269,0,14960067,14960545
[2021-05-21 11:24:24] e484,421,114,114,627804,128,3746037,0,14993859,14994337
[2021-05-21 11:24:25] e484,422,115,115,630540,128,3778805,0,15025210,15025688
[2021-05-21 11:24:26] e484,423,116,116,627852,128,3811573,0,15059395,15059873
[2021-05-21 11:24:27] e484,424,117,117,630676,128,3844341,0,15090746,15091224
[2021-05-21 11:24:28] e484,425,118,118,628352,128,3877109,0,15124675,15125153
[2021-05-21 11:24:29] e484,426,119,119,630312,128,3909877,0,15156675,15157153
[2021-05-21 11:24:30] e484,427,120,120,627612,128,3942645,0,15190467,15190945
[2021-05-21 11:24:31] e484,428,121,121,628440,128,3975413,0,15222211,15222689
[2021-05-21 11:24:32] e484,429,122,122,627856,128,4008181,0,15254979,15255457
[2021-05-21 11:24:33] e484,430,123,123,630180,128,4040949,0,15288258,15288736
[2021-05-21 11:24:34] e484,431,124,124,627328,128,4073717,0,15321538,15322016
[2021-05-21 11:24:35] e484,432,125,125,629892,128,4106484,0,15353794,15354272
[2021-05-21 11:24:36] e484,433,126,126,628788,128,4139252,0,15385657,15386135
[2021-05-21 11:24:37] e484,434,127,127,629924,128,4172020,0,15419330,15419808
[2021-05-21 11:24:38] e484,435,128,128,626852,128,4204788,0,15452354,15452832
[2021-05-21 11:24:39] e484,436,129,129,631732,128,4237556,0,15484098,15484576
[2021-05-21 11:24:40] e484,437,130,130,629412,128,4270324,0,15517890,15518368
[2021-05-21 11:24:41] e484,438,131,131,631264,128,4303092,0,15550402,15550880
[2021-05-21 11:24:42] e484,439,132,132,629668,128,4335860,0,15582265,15582743
[2021-05-21 11:24:43] e484,440,133,133,631308,128,4368628,0,15616450,15616928
[2021-05-21 11:24:44] e484,441,134,134,629428,128,4401396,0,15647938,15648416
[2021-05-21 11:24:45] e484,442,135,135,630796,128,4434164,0,15680569,15681047
[2021-05-21 11:24:46] e484,443,136,136,628784,128,4466932,0,15713474,15713952
[2021-05-21 11:24:47] e484,444,137,137,631552,128,4499700,0,15746754,15747232
[2021-05-21 11:24:48] e484,445,138,138,629140,128,4532468,0,15780290,15780768
[2021-05-21 11:24:49] e484,446,139,139,631956,128,4565236,0,15812033,15812511
[2021-05-21 11:24:50] e484,447,140,140,630124,128,4598004,0,15845826,15846304
[2021-05-21 11:24:51] e484,448,141,141,631552,128,4630771,0,15877176,15877654
[2021-05-21 11:24:52] e484,449,142,142,627660,128,4663539,0,15910080,15910558
[2021-05-21 11:24:53] e484,450,143,143,630152,128,4696307,0,15943616,15944094
[2021-05-21 11:24:54] e484,451,144,144,629396,128,4729075,0,15975873,15976351
[2021-05-21 11:24:55] e484,452,145,145,631580,128,4761843,0,16008248,16008726
[2021-05-21 11:24:56] e484,453,146,146,629280,128,4794611,0,16041665,16042142
[2021-05-21 11:24:57] e484,454,147,147,631396,128,4827379,0,16074944,16075422
[2021-05-21 11:24:58] e484,455,148,148,629908,128,4860147,0,16107200,16107678
[2021-05-21 11:24:59] e484,456,149,149,631732,128,4892915,0,16140480,16140958
[2021-05-21 11:25:00] e484,457,150,150,629860,128,4925683,0,16173248,16173726
[2021-05-21 11:25:01] e484,458,151,151,631956,128,4958451,0,16206273,16206750
