Running serialdump without rlwrap support.
Consider installing rlwarp in order to be able to use command history
../../../tools/serial-io/serialdump -b115200 -T /dev/ttyUSB0
[2021-05-18 15:16:53] e5e4,1,22862,32181,0,44499,64284
[2021-05-18 15:16:53] e5e4,2,23390,64421,81,77186,97051
[2021-05-18 15:16:54] e5e4,3,23921,96658,162,109873,129819
[2021-05-18 15:16:55] e5e4,4,24596,128751,358,142445,162587
[2021-05-18 15:16:56] e5e4,5,25446,160669,651,174920,195355
[2021-05-18 15:16:57] e5e4,6,25973,192909,732,207607,228123
[2021-05-18 15:16:58] e5e4,7,26502,225148,813,240294,260891
[2021-05-18 15:16:59] [INFO: Main      ] Starting Contiki-NG-28d611c
[2021-05-18 15:16:59] [INFO: Main      ] - Routing: RPL Classic
[2021-05-18 15:16:59] [INFO: Main      ] - Net: sicslowpan
[2021-05-18 15:16:59] [INFO: Main      ] - MAC: CSMA
[2021-05-18 15:16:59] [INFO: Main      ] - 802.15.4 PANID: 0xabcd
[2021-05-18 15:16:59] [INFO: Main      ] - 802.15.4 Default channel: 13
[2021-05-18 15:16:59] [INFO: Main      ] Node ID: 58821
[2021-05-18 15:16:59] [INFO: Main      ] Link-layer address: 0012.4b00.1932.e5c5
[2021-05-18 15:16:59] [INFO: Main      ] Tentative link-local IPv6 address: fe80::212:4b00:1932:e5c5
[2021-05-18 15:16:59] [INFO: Zoul      ] Zolertia Firefly platform
[2021-05-18 15:17:00] e5e4,8,27026,257392,894,272981,293659
[2021-05-18 15:17:00] e5e4,9,27554,289632,975,305668,326427
[2021-05-18 15:17:01] e5e4,10,28117,321837,1056,338355,359195
[2021-05-18 15:17:02] e5e4,11,28786,353937,1252,370927,391963
[2021-05-18 15:17:03] e5e4,12,29344,386146,1333,403614,424731
[2021-05-18 15:17:04] e5e4,13,29878,418381,1414,436301,457499
[2021-05-18 15:17:05] e5e4,14,30402,450624,1495,468988,490267
[2021-05-18 15:17:06] e5e4,15,30929,482865,1576,501675,523035
[2021-05-18 15:17:07] e5e4,16,31458,515104,1657,534362,555803
[2021-05-18 15:17:08] e5e4,17,31983,547347,1738,567049,588571
[2021-05-18 15:17:09] e5e4,18,32546,579553,1819,599736,621340
[2021-05-18 15:17:10] e5e4,19,33079,611788,1901,632422,654107
[2021-05-18 15:17:11] e5e4,20,33636,643999,1982,665109,686876
[2021-05-18 15:17:12] e5e4,21,34167,676236,2064,697795,719643
[2021-05-18 15:17:13] e5e4,22,34841,708329,2238,730389,752411
[2021-05-18 15:17:14] e5e4,23,35365,740573,2319,763076,785179
[2021-05-18 15:17:15] e5e4,24,35817,772889,2400,795763,817947
[2021-05-18 15:17:16] e5e4,25,36218,805256,2481,828450,850715
[2021-05-18 15:17:17] e5e4,26,36615,837627,2562,861137,883483
[2021-05-18 15:17:18] e5e4,27,37015,869995,2643,893824,916251
[2021-05-18 15:17:19] e5e4,28,37415,902363,2725,926510,949019
[2021-05-18 15:17:20] e5e4,29,37958,934589,2921,959082,981787
[2021-05-18 15:17:21] e5e4,30,38390,966925,3002,991769,1014555
[2021-05-18 15:17:22] e5e4,31,38791,999292,3083,1024456,1047323
[2021-05-18 15:17:23] e5e4,32,39188,1031663,3164,1057143,1080091
[2021-05-18 15:17:24] e5e4,33,39587,1064032,3246,1089829,1112859
[2021-05-18 15:17:25] e5e4,34,39987,1096400,3328,1122515,1145627
[2021-05-18 15:17:26] e5e4,35,40385,1128770,3409,1155202,1178395
[2021-05-18 15:17:27] e5e4,36,40785,1161138,3490,1187889,1211163
[2021-05-18 15:17:28] e5e4,37,41280,1193411,3571,1220576,1243932
[2021-05-18 15:17:29] e5e4,38,41794,1225665,3652,1253263,1276700
[2021-05-18 15:17:30] e5e4,39,42311,1257916,3733,1285950,1309468
[2021-05-18 15:17:31] e5e4,40,42858,1290137,3815,1318636,1342236
[2021-05-18 15:17:32] e5e4,41,43383,1322380,3897,1351322,1375004
[2021-05-18 15:17:33] e5e4,42,43900,1354631,3978,1384009,1407772
[2021-05-18 15:17:34] e5e4,43,44447,1386852,4151,1416604,1440539
[2021-05-18 15:17:35] e5e4,44,44868,1419199,4232,1449291,1473307
[2021-05-18 15:17:36] e5e4,45,45383,1451452,4314,1481977,1506076
[2021-05-18 15:17:37] e5e4,46,45898,1483705,4395,1514664,1538844
[2021-05-18 15:17:38] e5e4,47,46552,1515819,4590,1547237,1571612
[2021-05-18 15:17:39] e5e4,48,47067,1548072,4672,1579923,1604380
[2021-05-18 15:17:40] e5e4,49,47582,1580325,4754,1612609,1637148
[2021-05-18 15:17:41] e5e4,50,48125,1612550,4835,1645296,1669916
[2021-05-18 15:17:42] e5e4,51,48640,1644803,4917,1677982,1702684
[2021-05-18 15:17:43] e5e4,52,49156,1677055,4998,1710669,1735452
[2021-05-18 15:17:44] e5e4,53,49668,1709311,5079,1743356,1768220
[2021-05-18 15:17:45] e5e4,54,50183,1741564,5160,1776043,1800988
[2021-05-18 15:17:46] e5e4,55,50872,1773643,5362,1808609,1833756
[2021-05-18 15:17:47] e5e4,56,51384,1805899,5444,1841295,1866524
[2021-05-18 15:17:48] e5e4,57,51900,1838151,5525,1873982,1899292
[2021-05-18 15:17:49] e5e4,58,52416,1870403,5606,1906669,1932060
[2021-05-18 15:17:50] e5e4,59,52928,1902659,5688,1939355,1964828
[2021-05-18 15:17:51] e5e4,60,53475,1934880,5769,1972042,1997596
[2021-05-18 15:17:52] e5e4,61,53991,1967132,5850,2004729,2030364
[2021-05-18 15:17:53] e5e4,62,54544,1999347,5931,2037416,2063132
[2021-05-18 15:17:54] e5e4,63,55063,2031596,6012,2070103,2095900
[2021-05-18 15:17:55] e5e4,64,55581,2063846,6093,2102790,2128668
[2021-05-18 15:17:56] e5e4,65,56095,2096100,6174,2135477,2161436
[2021-05-18 15:17:57] e5e4,66,56613,2128350,6255,2168164,2194204
[2021-05-18 15:17:58] e5e4,67,57273,2160582,6429,2200883,2227096
[2021-05-18 15:17:59] e5e4,68,57787,2192712,6510,2233445,2259740
[2021-05-18 15:18:00] e5e4,69,58304,2224963,6591,2266132,2292508
[2021-05-18 15:18:00] e5e4,70,58852,2257183,6672,2298819,2325276
[2021-05-18 15:18:02] e5e4,71,59365,2289438,6753,2331506,2358044
[2021-05-18 15:18:03] e5e4,72,59883,2321688,6834,2364193,2390812
[2021-05-18 15:18:04] e5e4,73,60399,2353940,6915,2396880,2423580
[2021-05-18 15:18:05] e5e4,74,60913,2386194,6996,2429567,2456348
[2021-05-18 15:18:06] e5e4,75,61431,2418444,7077,2462254,2489116
[2021-05-18 15:18:06] e5e4,76,61948,2450695,7158,2494941,2521884
[2021-05-18 15:18:08] e5e4,77,62462,2482949,7239,2527628,2554652
[2021-05-18 15:18:09] e5e4,78,62980,2515199,7320,2560315,2587420
[2021-05-18 15:18:10] e5e4,79,63497,2547450,7401,2593002,2620188
[2021-05-18 15:18:11] e5e4,80,64042,2579673,7482,2625689,2652956
[2021-05-18 15:18:12] e5e4,81,64559,2611924,7563,2658376,2685724
[2021-05-18 15:18:13] e5e4,82,65076,2644175,7644,2691063,2718492
[2021-05-18 15:18:14] e5e4,83,65590,2676429,7725,2723750,2751260
[2021-05-18 15:18:15] e5e4,84,66108,2708679,7806,2756437,2784028
[2021-05-18 15:18:16] e5e4,85,66626,2740929,7887,2789124,2816796
[2021-05-18 15:18:16] e5e4,86,67140,2773183,7968,2821811,2849564
[2021-05-18 15:18:18] e5e4,87,67658,2805433,8049,2854498,2882332
[2021-05-18 15:18:19] e5e4,88,68175,2837684,8130,2887185,2915100
[2021-05-18 15:18:19] e5e4,89,68689,2869938,8211,2919872,2947868
[2021-05-18 15:18:20] e5e4,90,69237,2902158,8292,2952559,2980636
[2021-05-18 15:18:22] e5e4,91,69754,2934409,8373,2985246,3013404
[2021-05-18 15:18:22] e5e4,92,70268,2966663,8454,3017933,3046172
[2021-05-18 15:18:23] e5e4,93,70785,2998914,8535,3050620,3078940
[2021-05-18 15:18:25] e5e4,94,71302,3031165,8617,3083306,3111708
[2021-05-18 15:18:26] e5e4,95,71816,3063419,8698,3115993,3144476
[2021-05-18 15:18:26] e5e4,96,72334,3095669,8779,3148680,3177244
[2021-05-18 15:18:28] e5e4,97,72853,3127918,8860,3181367,3210012
[2021-05-18 15:18:29] e5e4,98,73369,3160170,8941,3214054,3242780
[2021-05-18 15:18:30] e5e4,99,73888,3192419,9022,3246741,3275548
[2021-05-18 15:18:31] e5e4,100,74439,3224636,9103,3279429,3308316
[2021-05-18 15:18:31] e5e4,101,74956,3256887,9184,3312116,3341084
[2021-05-18 15:18:33] e5e4,102,75477,3289134,9265,3344803,3373852
[2021-05-18 15:18:33] e5e4,103,76005,3321374,9346,3377490,3406620
[2021-05-18 15:18:35] e5e4,104,76530,3353617,9427,3410177,3439388
[2021-05-18 15:18:36] e5e4,105,77058,3385857,9508,3442864,3472156
[2021-05-18 15:18:36] e5e4,106,77586,3418097,9589,3475551,3504924
[2021-05-18 15:18:38] e5e4,107,78111,3450340,9670,3508238,3537692
[2021-05-18 15:18:38] e5e4,108,78815,3482405,9870,3540806,3570460
