Running serialdump without rlwrap support.
Consider installing rlwarp in order to be able to use command history
../../../tools/serial-io/serialdump -b115200 -T /dev/ttyUSB0
[2021-05-26 11:45:26] e484,5570,2,4,2312588,506,199278,67662,177747162,177747641
[2021-05-26 11:45:26] e484,5571,3,5,654484,128,232046,104014,177781210,177781688
[2021-05-26 11:45:27] e692,5572,2042,1,335420,128,61867,0,177798846,177799325
[2021-05-26 11:45:27] e484,5573,4,6,645848,128,264814,104014,177814746,177815225
[2021-05-26 11:45:28] e692,5574,2042,2,336764,128,94635,58750,177833018,177833497
[2021-05-26 11:45:28] e484,5575,5,7,640144,128,297582,264455,177845391,177845870
[2021-05-26 11:45:29] e692,5576,2042,3,334732,128,127403,91006,177864762,177865241
[2021-05-26 11:45:29] e484,5577,6,8,638076,128,330350,297223,177879514,177879993
[2021-05-26 11:45:30] e692,5578,2042,4,333192,128,160171,121470,177897786,177898265
[2021-05-26 11:45:30] e484,5579,7,9,640652,128,363118,329734,177912538,177913017
[2021-05-26 11:45:31] e692,5580,2042,5,331884,128,192939,153982,177930032,177930511
[2021-05-26 11:45:31] e484,5581,8,10,636784,128,395886,361495,177944794,177945273
[2021-05-26 11:45:32] e692,5582,2042,6,331768,128,225707,188798,177963066,177963544
[2021-05-26 11:45:32] e484,5583,9,11,639340,128,428654,394758,177977306,177977784
[2021-05-26 11:45:33] e692,5584,2042,7,332140,128,258476,220286,177996857,177997336
[2021-05-26 11:45:33] e484,5585,10,12,639424,128,461422,426502,178010330,178010808
[2021-05-26 11:45:34] e692,5586,2042,8,332732,128,291244,255614,178029369,178029848
[2021-05-26 11:45:34] e484,5587,11,13,638236,128,494190,460294,178042329,178042808
[2021-05-26 11:45:35] e692,5588,2042,9,333108,128,324012,283518,178061103,178061582
[2021-05-26 11:45:35] e484,5589,12,14,636308,128,526958,492038,178075097,178075576
[2021-05-26 11:45:36] e692,5590,2042,10,331744,128,356780,317566,178094649,178095127
[2021-05-26 11:45:36] e484,5591,13,15,639356,128,559726,526598,178108889,178109368
[2021-05-26 11:45:37] e692,5592,2042,11,332116,128,389548,350334,178126524,178127003
[2021-05-26 11:45:37] e484,5593,14,16,636124,128,592494,558854,178140377,178140856
[2021-05-26 11:45:38] e692,5594,2042,12,332056,128,422316,382334,178160441,178160920
[2021-05-26 11:45:38] e484,5595,15,17,637972,128,625262,591366,178174680,178175159
[2021-05-26 11:45:39] e692,5596,2042,13,331456,128,455084,413071,178192175,178192654
[2021-05-26 11:45:39] e484,5597,16,18,635532,128,658030,624647,178205912,178206391
[2021-05-26 11:45:40] e692,5598,2042,14,328424,128,487852,452478,178225209,178225688
[2021-05-26 11:45:40] e484,5599,17,19,635592,128,690798,655367,178238936,178239415
[2021-05-26 11:45:41] e692,5600,2042,15,326724,128,520620,483198,178257710,178258189
[2021-05-26 11:45:41] e484,5601,18,20,630964,128,723566,690438,178271372,178271850
[2021-05-26 11:45:42] e692,5602,2042,16,328556,128,553388,515454,178291256,178291735
[2021-05-26 11:45:42] e484,5603,19,21,636436,128,756334,721926,178304216,178304694
[2021-05-26 11:45:43] e692,5604,2042,17,329440,128,586156,548222,178325065,178325544
[2021-05-26 11:45:43] e484,5605,20,22,634448,128,789102,756230,178337496,178337974
[2021-05-26 11:45:44] e692,5606,2042,18,328544,128,618924,585598,178356792,178357271
[2021-05-26 11:45:44] e484,5607,21,23,636764,128,821870,788230,178370007,178370486
[2021-05-26 11:45:45] e692,5608,2042,19,328840,128,651692,614782,178389560,178390039
[2021-05-26 11:45:45] e484,5609,22,24,632460,128,854638,819974,178403287,178403766
[2021-05-26 11:45:46] e692,5610,2042,20,329344,128,684461,645246,178422072,178422550
[2021-05-26 11:45:46] e484,5611,23,25,634752,128,887406,854534,178436567,178437046
[2021-05-26 11:45:47] e692,5612,2042,21,330044,128,717228,679806,178455095,178455574
[2021-05-26 11:45:47] e484,5613,24,26,633128,128,920174,886278,178468311,178468790
[2021-05-26 11:45:48] e692,5614,2042,22,329428,128,749997,715902,178486971,178487450
[2021-05-26 11:45:48] e484,5615,25,27,636508,128,952941,919046,178501591,178502070
[2021-05-26 11:45:49] e692,5616,2042,23,329296,128,782765,743806,178520631,178521110
[2021-05-26 11:45:49] e484,5617,26,28,634608,128,985709,952070,178534359,178534838
[2021-05-26 11:45:50] e692,5618,2042,24,329292,128,815533,777598,178552887,178553365
[2021-05-26 11:45:50] e484,5619,27,29,636592,128,1018477,984326,178567383,178567861
[2021-05-26 11:45:51] e692,5620,2042,25,329888,128,848301,813695,178585389,178585868
[2021-05-26 11:45:51] e484,5621,28,30,634224,128,1051245,1017349,178599638,178600117
[2021-05-26 11:45:52] e692,5622,2042,26,329096,128,881069,843647,178618157,178618636
[2021-05-26 11:45:52] e484,5623,29,31,635652,128,1084013,1049861,178632406,178632885
[2021-05-26 11:45:53] e692,5624,2042,27,329672,128,913837,874623,178651191,178651670
[2021-05-26 11:45:53] e484,5625,30,32,634708,128,1116781,1082630,178668758,178669237
[2021-05-26 11:45:54] e692,5626,2042,28,329260,128,946605,912255,178684983,178685462
[2021-05-26 11:45:54] e484,5627,31,33,636304,128,1149549,1115398,178698710,178699189
